station_code,station_name,lat,lon
KHR,Khairee Halt,22.3436,79.8604
KHRI,Kharkhari,23.7601,86.2349
KHRJ,KUMBHRAJ,24.3631,77.0796
KHRK,Kharak,28.8376,76.3087
KHRY,KHAIRAHI,24.8020,82.9858
KHS,KHARSIA,21.9918,83.1024
KHSN,KHERA SANDHAN HALT,27.2406,77.7270
KHT,SRI KALAHASTI,13.7464,79.6830
KHTG,KHATGAON,21.2642,73.9921
KHTN,Khutauna,26.4944,86.3974
KHTU,Khatu,27.1161,74.3316
KHTX,KHED TEMPLE HALT,25.8862,72.1092
KHU,KHURHAND,25.3526,80.4950
KHV,KARAINTHI,29.0138,76.4818
KHW,KHERODA,24.5706,74.0685
KI,KONDAPALLI,16.6232,80.5467
KIA,KHARI AMRAPUR,23.3907,72.9139
KIAT,KYATSANDRA,13.3162,77.1481
KIB,KIZHA AMBUR(HALT),8.7507,77.3993
KIC,KALLIDAIKURICHI(FLAG),11.8621,79.7933
KID,KHAIRAR JN,25.4520,80.2361
KIE,Khiria Khurd,27.9622,79.8866
KIF,Kuri,9.0351,76.8174
KII,KILLE,11.4375,79.7226
KIJ,Kuldiha,22.3331,86.2766
KIK,Karaikal,10.9256,79.8397
KIKA,KURWAI KETHORA,24.1179,78.1150
KIM,KIM,21.3997,72.9267
KIN,Kapasan,24.8622,74.3128
KIP,KHALILPUR,28.2749,76.6784
KIQ,Khai Phemeki,30.9016,74.5512
KIR,KATIHAR JN,25.5489,87.5664
KIS,KAPILAS ROAD,20.5586,85.9939
KISN,KALISEN,23.1816,87.1625
KIT,KHALLIKOT,19.6112,85.1281
KITA,KITA,23.3649,85.7642
KITN,KHIRI TOWN,27.9029,80.7885
KIU,KINANA,29.2275,76.3367
KIUL,KIUL JN,25.1715,86.1062
KIV,KAIALSA,28.8803,78.5606
KIW,KANWALPURA,24.7886,75.9830
KIY,Kalayat,29.6795,76.2282
KIZ,KANSUDHI,22.7893,73.6482
KJ,KAJGAON,20.5738,75.1404
KJA,KHAJURHAT,26.5253,82.1268
KJC,Kasganj City,27.8150,78.6581
KJG,KARAJGI,14.8514,75.4076
KJH,KAJRA,25.1828,86.2616
KJI,KHAJAULI,26.4839,86.1614
KJJ,KODAVALURU,14.5643,79.9949
KJKD,KANJIKODE,10.8009,76.7553
KJL,KHUMGAON BURTI,20.8669,76.4011
KJLU,KHARI JHALU,29.3319,78.2189
KJM,KRISHNARAJAPURAM,13.0005,77.6740
KJME,KAJORAGRAM,23.6153,87.1847
KJN,KANNAUJ,27.0265,79.9261
KJNC,KANNAUJ CITY,27.0398,79.9100
KJP,Khojeepura,25.9181,76.8511
KJPD,Kurinjipadi,11.5726,79.5960
KJS,Krishnarajasagar,12.4014,76.5670
KJT,KARJAT,18.9112,73.3207
KJTW,KAJGAON TERHWAN,25.6857,82.7055
KJU,KUNTIGHAT,23.0168,88.4131
KJV,Khijadiya Junction,21.7409,71.2756
KJW,KHAJWANA,26.9233,73.8618
KJY,Khurja City,28.2525,77.8412
KJZ,KARONJI,23.2825,82.9230
KK,KHADKI,18.5630,73.8405
KKA,KANKI,26.0032,87.8645
KKAH,KANKAHA,26.6189,81.0076
KKB,KARAK BEL,22.9923,79.3413
KKD,Kalkund,22.4780,75.8593
KKDE,KURUKSHETRA JN,29.9694,76.8528
KKDI,Karaikkudi Junction,10.0685,78.7933
KKET,KAMRUP KHETRI,26.1272,92.0819
KKG,KEKATUMAR,20.0123,77.1008
KKGM,KAKIRIGUMMA,18.9234,83.0073
KKGT,Kalkalighat,24.5804,92.2953
KKHT,KAKARGHATTI,26.1835,85.9483
KKI,KARKELI,23.4610,80.9191
KKJ,KAKORI,26.8855,80.7983
KKK,Khakharia,21.6531,70.9321
KKL,KALA BAKRA,31.4752,75.6303
KKLR,KAIKOLUR,16.5510,81.2183
KKLU,Kaklur,18.8833,81.6198
KKM,KAMALAPURAM,14.5918,78.6661
KKN,KHIRKIYA,22.1664,76.8594
KKNA,Khunkhuna,27.2778,74.4929
KKNH,Karukhirharnagar Halt,25.8912,86.6165
KKP,KOT KAPURA,30.5785,74.8182
KKPM,KALLAKKUDI PLGH,10.9661,78.9488
KKPR,KOKPARA,22.4741,86.6428
KKQ,KALAIKUNDA,22.3295,87.2440
KKRD,KIKAKUI ROAD,21.1291,73.4812
KKRH,KARAHIA,25.4716,83.7714
KKRL,Kakrala,30.3676,76.0745
KKRM,KAIKORAM,16.8153,81.3642
KKS,KURASTI KALAN,25.9551,80.7525
KKT,Kath Kuiyan,26.8568,84.0479
KKTA,Kollikhutaha,25.1897,86.9878
KKTI,KUTTAKUDI,11.5919,79.1550
KKU,KANAKPURA,26.9288,75.7026
KKV,Kunkavav Junction,21.6534,70.9751
KKW,KANKAVALI,16.2588,73.7199
KKY,KILAKADAIYAM,13.0725,80.2214
KKZ,Kottarakara,9.0003,76.7660
KL,KHERLI,27.2003,77.0364
KLA,KULWA,27.9825,78.0071
KLAD,KALANAD HALT,12.4677,74.9985
KLAR,KULPAHAR,25.2955,79.6375
KLB,KIRAOLI,27.1339,77.7858
KLBA,KALAMBHA,21.3446,78.5584
KLCR,Katlicherra,24.4530,92.5470
KLD,KHALILABAD,26.7745,83.0551
KLDI,KALDHARI,16.8379,81.6780
KLE,Kaithal,29.7927,76.3978
KLG,KALUNGA,22.2221,84.7337
KLGD,KOLLENGODE,10.6270,76.6977
KLGM,KALLAGAM,11.0256,79.0054
KLH,Khemli,24.6908,73.8424
KLHD,KOLHADI,20.9002,76.0589
KLI,Kauli,30.4184,76.5199
KLJ,KAMALGANJ,27.2927,79.6208
KLJI,KALIJAI,19.6476,85.1514
KLK,Kalka,30.8377,76.9318
KLL,KALOL JN,23.2446,72.5036
KLM,KADLIMATTI,16.2365,75.7961
KLMC,KALAMBOLI,19.0356,73.1148
KLMR,KALAMASSERY,10.0618,76.3270
KLNK,Kalanaur Kalan,28.8349,76.3896
KLNP,Kalinarayanpur,23.2065,88.5732
KLOD,Kelod,21.4702,78.8910
KLP,KOTALPUKUR,24.7411,87.8237
KLPM,KAILASAPURAM,8.8474,77.9946
KLQ,Kilikollur,8.9183,76.6328
KLRE,KHALARI,23.6511,85.0016
KLRS,KOLARAS,25.2249,77.5904
KLS,KOLATUR,10.7007,78.5477
KLSP,Kushal Pura,28.4843,75.7647
KLSX,Kaulseri,30.3695,75.9414
KLT,KULITALAI,10.9327,78.4209
KLTR,KALMITAR,22.2342,82.0576
KLU,KALLURU,14.9245,77.5814
KLW,Kalwan Halt,22.0765,88.2560
KLWD,KALITALAVADI,22.2587,71.1924
KLWL,KILANWALI PUNJAB,30.1372,74.1124
KLX,KOLAKALUR,16.2952,80.6275
KLYH,Kallur Yedahli,12.4211,76.4973
KLYT,Kolayat,27.8353,72.9551
KLZ,Keolari,22.3748,79.9089
KM,KALEEM,15.2933,74.1888
KMA,KAIMA,24.6111,80.8459
KMAE,KHAMARGACHHI,23.0542,88.4442
KMAH,KAMATHE,17.4773,73.5156
KMB,Kalv Amba,20.7708,73.3945
KMBL,KHAMBHALIYA,22.2175,69.6573
KMC,KAMAREDDI,18.3259,78.3359
KMD,KODUMUDI,11.0761,77.8858
KMDC,KURMADANGA,22.9868,87.8550
KMDR,KARIMUDDIN PUR,25.7004,83.8606
KMEZ,Kumar Maranga,19.0388,81.9499
KMGE,KUMAHU,24.9769,83.9463
KMGH,KAMARGANJ,25.2370,86.6457
KMH,KALAMALIA,14.6671,78.4702
KMHT,KARMAHAT,23.7127,85.5411
KMI,KUMHARI,21.2438,81.5161
KMJ,KAIMGANJ,27.5410,79.3272
KMK,KOMAKHAN,20.9797,82.4577
KMKD,KHAMKHED,20.9042,76.1223
KML,KAMTAUL,26.3373,85.8086
KMLI,KAMLI,23.8632,72.3759
KMLM,Kelamangalam,12.6162,77.8657
KMLR,Kamalur,18.8545,81.2769
KMM,KANNAMANGALAM,12.7535,79.1611
KMMD,Kirmiti Mendha,20.5939,79.7742
KMME,KUMARDUBI,23.7475,86.7941
KMN,KHAMGAON,20.1986,79.8297
KMNC,KUCHAMAN CITY,27.0535,74.8515
KMND,KUMENDI,23.7669,84.3525
KMNP,Kishan Manpura,27.2995,75.5049
KMNR,Kamalnagar,18.2406,77.1788
KMP,KAMLAPUR,27.3784,80.8223
KMPH,KAMALPUR HALT,25.5183,87.8375
KMPR,KUMARIPUR HALT,25.5959,85.1171
KMPT,KOMATIPALLI,18.0235,79.5159
KMQ,KUMBLA,12.5903,74.9435
KMQA,KOMALI,14.9364,77.9276
KMRD,KALAMB ROAD,18.3719,76.0493
KMRJ,KUMARGANJ,25.2188,88.0656
KMRL,KUMRUL,23.5172,86.6812
KMS,KARAMNASA,25.2397,83.4309
KMSD,Kumar Sadra,18.9130,81.6715
KMSI,Kumsi,14.0520,75.4020
KMST,KAMSHET,18.7669,73.5524
KMT,KHAMMAM,17.2493,80.1385
KMTI,Kumarhatti,30.8892,77.0560
KMU,KUMBAKONAM,10.9530,79.3886
KMV,KARMAD,19.8727,75.5379
KMWS,KUMBHAWAS MUNDALIA DABRI,28.2482,76.6544
KMZ,KATNI MURWARA,23.8344,80.4015
KN,KADALUNDI,11.1335,75.8280
KNAD,Kanad,21.6493,71.9263
KNAR,KHANPUR AHIR,27.9118,76.5898
KNB,KANIYAMBADI,12.8093,79.1244
KNBR,Kanaibazar,24.6387,92.3267
KNC,KANCHANPUR ROAD,24.0655,81.6603
KND,KANDRA,22.8530,86.0479
KNDG,KANHADGAON (PH),19.2850,72.8574
KNDI,KANDRORI,32.1844,75.6688
KNDL,Khandel,26.9529,75.2799
KNDP,KHANDIP,26.6410,76.9118
KNDR,Kandari,22.0632,73.1625
KNE,KISHANGANJ,26.0977,87.9497
KNF,Khanudih,23.8202,86.1922
KNG,Kathunangal,31.7287,75.0152
KNGN,KANHEGAON,19.8173,74.5713
KNGR,Kashinagar Halt,18.8569,83.8757
KNH,Konch,25.9951,79.1577
KNHE,KANHE,18.7624,73.5940
KNHN,KANTHAN JN,21.2255,79.2389
KNHP,KANHAIPUR,25.4583,85.8385
KNHR,KIRNAHAR,22.9868,87.8550
KNJJ,KANNJARA HALT,19.6040,77.2102
KNKT,KANAKOT,22.4881,70.8762
KNL,Kalanwali,29.8351,74.9798
KNLI,KANGLI,27.0100,84.7239
KNLP,KANAMALO PALLE,14.4288,78.9253
KNLS,KANALAS JN,22.3200,69.8965
KNM,KANIMAHULI,22.4822,86.7784
KNN,KHANNA,30.7080,76.2251
KNNA,Khinaniyan,29.3456,74.7180
KNNK,Kanina Khas,28.3212,76.3004
KNNT,KUNNATHUR,12.3605,78.4974
KNO,KUNDGOL,15.2584,75.2502
KNP,KHANAPUR,15.6379,74.4998
KNPL,Kandanur Puduvayal,10.0925,78.8442
KNPR,KENDRAPARA ROAD,20.4985,85.9174
KNPS,Kendposi,22.2948,85.7325
KNR,KANKINARA,22.8652,88.4045
KNRG,KANHARGAON NAKA,19.9440,77.1462
KNRI,KUNURI,23.9163,87.6115
KNRN,KANAROAN,22.6005,84.8770
KNRT,KUNERU,18.9669,83.4407
KNS,KANCHAUSI,26.5979,79.6354
KNSN,KARNA SUBARNA,24.0355,88.1765
KNSR,KANASAR,28.1459,73.3247
KNT,KANTH,29.0598,78.6215
KNVH,Kanivehalli,13.3271,75.8987
KNVT,KINWAT,19.6185,78.2024
KNW,KHANDWA,21.8236,76.3532
KNYR,Kaniuru Halt,12.7172,75.3655
KNZ,KALANOUR,30.0824,77.3412
KO,KOSGI,15.8479,77.2364
KOA,KARONDA,24.3303,78.2655
KODI,KODI,19.7101,76.0053
KODN,KODUMUNDA,10.8169,76.1429
KODR,Kodinar,20.7974,70.6958
KOF,Marwar Kori,24.9119,72.2738
KOG,KONNAGAR,22.6995,88.3418
KOHL,KOHLI,21.2737,78.8076
KOHR,Kohir Deccan,17.6089,77.7120
KOI,KHODRI,22.6651,81.9357
KOJ,KOKRAJHAR,26.4051,90.2741
KOK,KORUKKUPET JN,13.1205,80.2784
KOKA,KOKA,21.2630,79.7124
KOL,KOLAD,18.3923,73.2239
KOLA,KOTLA,15.8120,78.0376
KOLE,KOLE,23.6960,85.1049
KOLI,KESHOLI,24.7272,76.7904
KOLR,KOLNUR,18.4963,79.4199
KON,KUDALNAGAR,9.9449,78.1087
KONN,KONNUR,16.4246,77.8844
KONY,KISONI,23.3017,76.3718
KOO,KHUSROPUR,25.4849,85.3873
KOPR,KOPAR ROAD,19.2113,73.0778
KOQ,KUTHUR,10.7554,79.7189
KORI,Khori,28.1873,76.4981
KOTA,KOTA JN,25.2236,75.8805
KOTI,Koti,30.8528,76.9945
KOTR,KORATTUR,13.1133,80.1841
KOTT,KOTTUR,17.1497,78.2862
KOU,KODURU,13.9486,79.3457
KOV,KIRLOSKARVADI,17.0842,74.4164
KOWN,KHOWANG,27.2996,94.8958
KOX,KACHUJOR,23.8427,87.4650
KOY,KHEROL,23.3104,72.9341
KOZ,KOSMA,27.1567,78.8373
KP,KAMPTEE,21.2117,79.1979
KPA,Kanchrapara,22.9460,88.4512
KPB,KHARPOKHRA,27.1426,84.1527
KPCM,KUWARCHINTAWA,26.5174,84.9421
KPD,KATPADI JN,12.9727,79.1353
KPDH,Kapurdha Halt,22.0539,79.3042
KPE,Kauwapur,27.5158,82.2979
KPG,KOPARGAON,19.9029,74.5033
KPGM,KARPURIGRAM,25.8698,85.7242
KPHH,KUSHALPUR HARNAHA,26.2223,84.3661
KPI,KALPI,26.1193,79.7556
KPJ,KOPAGANJ HALT,28.9312,77.2776
KPJG,KEREJANGA,20.8558,84.9767
KPK,KALIPAHARI,23.6652,87.0159
KPKD,Khapri Kheda,21.2796,79.1137
KPKI,QASIMPUR KHERI,29.1828,77.2859
KPL,KANTAKAPALLE,17.9547,83.2082
KPLD,KAPALI ROAD,21.0410,86.4079
KPLE,KOPAI,23.7591,87.6895
KPLL,KOTTA PANDILA PALLI,15.7614,80.2819
KPLR,KOPARLAHAR,32.0519,76.2504
KPN,KUPPAM,12.7468,78.3395
KPNA,KAPAN,22.0260,82.4948
KPO,KARANPURA,27.1230,76.7784
KPP,KALAPIPAL,23.3328,76.8340
KPPR,KARUPPUR,11.7242,78.0904
KPQ,KANNAPURAM,11.9841,75.3138
KPRD,KALYANPUR ROAD,25.2756,86.5806
KPRR,KOTAPAR ROAD,19.0414,82.3089
KPS,KOPA SAMHOTA,25.8519,84.6528
KPTM,KANJIRAMITTAM,9.8623,76.4109
KPTN,KESHORAI PATAN,25.3245,75.9377
KPTO,KARANPUR ATO,25.1364,87.7340
KPU,KRISHNAPURAM,14.4935,78.7766
KPV,KASHIPUR,29.2050,78.9607
KPXR,KAIPADA ROAD,20.1048,85.6397
KPY,KARUNAGAPALLI,9.0653,76.5440
KPZ,KAPREN,25.4448,76.0865
KQA,KONDAGUNTA,14.0800,79.7939
KQE,KALA AKHAR,22.3945,77.8181
KQI,KALACHAND,25.3391,93.1331
KQK,KOTIKULAM,12.4235,75.0240
KQL,KANDHLA,29.3247,77.2932
KQN,KODAIKANAL ROAD,10.1796,77.9096
KQQ,KAUKUNTLA,16.5390,77.8505
KQR,KODERMA,24.4347,85.5295
KQS,Kailaras,26.3047,77.6207
KQT,KURGUNTA,17.1912,77.3596
KQU,KAMARKUNDU,22.8216,88.2051
KQV,Kinkhed,20.6549,77.3971
KQW,KHEDULI,26.7594,74.0146
KQY,KHARIKATIA,26.6159,94.2481
KQZ,Kolar,13.1246,78.1320
KR,Kevdi,21.4515,73.3178
KRA,Karepalli,17.5114,80.2719
KRAI,KAHET,21.1372,73.2942
KRAN,KORATTI ANGADI,10.2601,76.3559
KRAR,KHARIAR ROAD,20.9014,82.5105
KRBA,Korba,22.3376,82.7130
KRBP,KHUDIRAM B PUSA,25.9064,85.6727
KRC,Kiroda,26.9912,74.3112
KRCD,KHARWA CHANDA,24.4178,73.7941
KRD,KARAD,17.3100,74.2157
KRDH,Koradih,21.2492,79.1014
KRDL,Kirandul,18.7575,81.2581
KRE,KARTARPUR,31.4324,75.4925
KRG,KOREGAON,17.6910,74.1476
KRH,KHAIRTHAL,27.7973,76.6417
KRHA,KORAHIA,26.5298,86.1536
KRHR,Kharar,30.7263,76.6360
KRHT,KHARAHAT,27.0706,94.7497
KRI,KHAPTI,21.0493,79.0488
KRIH,KORAI HALT,20.9594,86.1760
KRJ,KHURJA JN,28.2064,77.8190
KRJA,Karanja,20.4918,77.4815
KRJD,KARJODA,24.2185,72.4557
KRJR,KARJARA,24.8083,85.1518
KRJT,Karanja Town,21.0916,78.7165
KRKD,KARAKKAD,10.7828,76.2279
KRKM,Khara-Kameri,25.4277,73.9290
KRKN,Karkend,23.7656,86.3698
KRKP,KYARKOP,15.4422,74.9679
KRKR,KURKURA,22.7632,84.9312
KRL,KOTARLIA,21.8832,83.4822
KRLI,KURALI,30.8350,76.5719
KRLR,KARAILA ROAD JN,24.2611,82.7193
KRLS,KURLAS,24.3542,75.7260
KRMA,KARAMTOLA,25.2554,87.5531
KRMD,Kuarmunda,22.2867,84.7899
KRMG,Kumaramangalam,10.6964,78.7241
KRMI,KARMALI,15.4902,73.9247
KRMR,KARIMNAGAR,18.4590,79.1423
KRND,KHORASON ROAD,26.0897,82.8672
KRNG,Kargaon Halt,20.8009,79.4130
KRNH,Karanahalli,13.6672,75.9344
KRNI,KRISHNAI,26.0709,90.6826
KRNN,Karnauti Halt,25.3963,85.5470
KRNR,Krishnarajanagara,12.4454,76.3886
KRNT,KURNOOL TOWN,15.8337,78.0327
KRNU,KONANUR,12.0253,76.8098
KRO,KURAWAN,22.1916,76.8887
KRON,Karona Halt,25.2634,85.0054
KRP,Krishnapur,24.4063,88.2561
KRPA,KHARIAPIPRA HALT,25.2428,86.6267
KRPP,KURUPPANTHARA,9.7345,76.5106
KRPR,KAREPUR,18.5892,76.6811
KRPU,KORAPUT,18.7922,82.7194
KRQ,KARARI,25.5308,78.5091
KRR,KARUR,10.9656,78.0851
KRRA,KARRA,23.1219,85.1327
KRRI,Khairranji,22.4190,80.0394
KRS,KARISATH,25.5495,84.5631
KRSA,KHARSALIYA,22.7051,73.5545
KRSL,Krishnashilla,24.1550,82.7685
KRSW,Kohar Singhwala,30.7602,74.4458
KRT,KHURAHAT,25.9850,83.4554
KRTA,KARKATA,24.2960,83.8377
KRTH,KIRATGARH,22.5382,77.7725
KRTL,Kartauli,28.3110,79.4276
KRTN,KIRTI NAGAR,28.6469,77.1451
KRTR,KAROTA PATRI HALT,25.1524,86.0377
KRU,KHERALU,22.2778,70.7988
KRUR,Keeranur,10.5767,78.7873
KRV,KARAVADI,15.5530,80.1132
KRW,KHARWA,26.2044,74.4265
KRX,Kurud,20.8332,81.6965
KRXA,KHARA (PH),21.4974,80.1992
KRY,Kadiri,14.1148,78.1656
KRYA,KURRAIYA,28.4168,80.2442
KRZ,KHARAWAR,28.8315,76.6810
KS,KHETA SARAI,25.9658,82.6887
KSAE,KOSAI,19.6395,78.3345
KSAI,Kosadi Halt,21.4466,73.1523
KSAR,KUDALA SANGAM,16.3068,75.8911
KSB,KOSAMBA JN,21.4641,72.9546
KSBG,Khusta Buzurg,21.2090,77.3991
KSBI,KASHIABARI,26.3847,88.7686
KSC,KASHI CHAK,25.0708,85.7188
KSD,KESHOD,21.2977,70.2523
KSDE,KARSINDHU,29.3920,76.7319
KSE,KOSAD,21.2559,72.8657
KSF,KHALISPUR,25.5258,82.8317
KSG,KISHANGARH,26.5890,74.8556
KSH,KALI SINDH,23.3445,76.4303
KSHR,KESHWARI,24.1949,85.8642
KSI,Kosli,28.4119,76.4647
KSIH,Khodseoni,21.1558,80.1127
KSJ,KASGANJ,27.8019,78.6460
KSK,KASIMKOTA,17.6733,82.9638
KSM,KAMASAMUDRAM,12.8807,78.2001
KSMB,KASTLA KASMABAD,25.1149,85.7984
KSN,KRISHNA,16.4093,77.3286
KSNG,KESINGA,20.1881,83.2247
KSNR,KHUSHAL NAGAR,26.9878,83.6984
KSO,KHEMASULI,22.3378,87.1849
KSP,KISHANPUR,25.9254,85.8404
KSPR,KASHIPURA SARAR,22.1201,73.1458
KSQ,KANSPUR GUGAULI,26.0743,80.6258
KSR,KASTURI,27.1400,81.7288
KSRA,KASARA,19.6472,73.4720
KSTA,KASTHA,24.8025,84.9218
KSTE,KISTAMSETTIPALI,15.3724,78.8838
KSTH,KASHTI,18.5253,74.5994
KSU,KUSHTAUR,23.4304,86.4983
KSV,KOSI KALAN,27.7886,77.4460
KSW,KHERI SALWA,26.4285,73.3908
KSWD,KASAR WADI,18.6076,73.8207
KSWR,KALMESHWAR,21.2291,78.9159
KSX,KOTSHILA,23.4117,86.0795
KT,KUMTA,14.4369,74.4207
KTA,KUSHTALA,25.9614,76.3267
KTCE,KATOGHAN,25.7300,81.1656
KTCH,KAITHALKUCHI,26.4503,91.3390
KTCR,KOTHACHERUVU,14.1858,77.7601
KTD,KANTADIH,23.2184,86.2963
KTDD,KATAIYA DANDI,25.1491,81.3985
KTE,KATNI,23.8334,80.4005
KTES,KATNI SOUTH,23.8247,80.4011
KTF,KOT FATTEH,30.1207,75.0879
KTGA,KEUTGUDA,19.3035,83.3681
KTGD,KOTH GANGAD,22.6283,72.3017
KTGM,Kayasthagram,24.7212,92.3532
KTGO,Kotgaon,20.6254,79.6746
KTH,KATRASGARH,23.7958,86.3024
KTHA,KHUTAHA,24.8022,80.8608
KTHD,Kothari Road,22.1570,82.7086
KTHE,KATAHRI,26.4952,82.4478
KTHL,KATHOLA,27.1466,81.8557
KTHU,KATHUA,32.3979,75.5519
KTI,KANTI,26.1989,85.2851
KTJ,KHALTIPUR,24.8757,88.0216
KTJI,KATHA JORI,20.4511,85.8964
KTK,KYATANEAKERI RD,17.0534,75.8212
KTKA,KOTAKADRA,16.6687,77.8695
KTKD,KATANGI KHURD,23.7759,80.4867
KTKH,Kotlakheri,22.0782,76.1737
KTKL,KOTLI KALAN,30.0411,75.2976
KTKR,Kumtha Khurd,18.4218,77.0093
KTLA,KATKOLA JN,21.8522,69.8841
KTLP,Katalpur Halt,26.2293,84.7728
KTLR,KANTHALIYA ROAD,23.9918,88.1790
KTM,KUTRALAM,11.0698,79.5574
KTMA,KOTMA,23.2028,81.9790
KTNA,Kathana,22.2357,72.7526
KTNI,Kapustalni,21.0921,77.3249
KTNR,Kirtyanand Nagar,25.8270,87.4022
KTO,KATORA,23.3116,82.7112
KTOA,KOTANA,23.9169,73.7263
KTP,KATEPURNA,20.7238,77.2594
KTPK,KOTHA PAKKI,30.1438,73.9662
KTPR,KATHALPUKHURI,27.1766,93.9710
KTQ,KUDRA,25.0486,83.7934
KTR,KOTHAR,24.9810,73.1236
KTRA,KOTRA,25.8113,78.3817
KTRD,Katosan Road,23.4092,72.2462
KTRH,KATAREAH,25.4005,87.1948
KTRR,Kathara Road,26.3100,80.2287
KTSH,KOTMI SONAN HLT,22.0242,82.3602
KTT,KHUTBAV,18.4861,74.3155
KTTR,KATTUR,10.8958,78.8552
KTU,KUTTIPPURAM,10.8457,76.0334
KTV,KOTTAVALASA,17.8924,83.1851
KTW,KOTDWARA,29.7429,78.5212
KTWS,Kathuwas,28.1331,76.3438
KTX,KATAKHAL JN,24.8344,92.6271
KTY,Kotturu,14.8268,76.2135
KTYM,KOTTAYAM,9.5942,76.5322
KTYR,Kottaiyur,10.1121,78.7863
KU,KULIKARAI,10.7664,79.5793
KUA,KULHARIA,25.5682,84.7578
KUB,KASBA,25.8607,87.5295
KUC,KARUKKUTTY,10.2258,76.3731
KUCE,Kuchai,22.0137,86.6957
KUCH,KUCHAVARAM HALT,17.7321,78.4572
KUD,KUDACHI,16.6261,74.8587
KUDA,KUNDAPURA,13.6129,74.7284
KUDL,KUDAL,16.0177,73.6781
KUDN,Kudni,29.7777,75.8447
KUE,KURSELA,25.4408,87.2537
KUF,KAURHA,27.4627,80.1027
KUG,KUSUGALI,15.3921,75.2336
KUGT,Kumarghat,24.1506,92.0348
KUH,KHACHROD,23.4427,75.2863
KUHI,Kuhi,21.0076,79.3507
KUI,KULALI,17.3579,76.4706
KUK,KORUKONDA,18.0542,83.3203
KUKA,Khui Khera,30.3052,74.0778
KUL,KALLAYI,11.2346,75.7889
KULH,Kulha-Halt,26.3694,80.6565
KUM,KURAM,20.8084,77.5873
KUMB,KUMARBAGH,26.8745,84.5116
KUMM,KUMBALAM,9.9067,76.3116
KUN,KARNAL,29.6946,76.9698
KUND,Kund,28.1452,76.3985
KUP,KUP,30.6007,75.8528
KUPR,Khurdpur,31.4249,75.7232
KUQ,KURETHA,25.4956,87.6443
KUR,KHURDA ROAD JN,20.1531,85.7082
KURJ,KHAJURAHO,24.7970,79.8900
KURN,KHUKRANA,29.4002,76.9242
KURO,Korari,26.4879,80.5290
KUT,KANAUTA,26.8422,75.9560
KUTI,Khumtai,26.6264,93.8643
KUU,KUHURI,19.8600,85.3527
KUV,Kundara,8.9604,76.6785
KUX,Khirsadoh Junction,22.1404,78.7984
KV,Kayavarohan,22.0880,73.2468
KVA,KAVAS,25.8675,71.5387
KVC,KAPARPURA,26.1799,85.3092
KVD,KHURMABAD ROAD,25.0215,83.8483
KVDU,KADAVAKUDURU,15.7225,80.2573
KVE,KAVALANDE,12.0333,76.7993
KVG,KUNEANGANJ,26.3957,81.1364
KVGM,KOLVAGRAM,26.9895,76.4688
KVH,Khambhel,23.6109,72.0430
KVJ,KESHAVGANJ,24.8562,73.0713
KVK,KAVATHE MAHANKL,17.0075,74.9449
KVL,KIZHELUR,10.7543,79.7431
KVLR,Karuvalli,11.8311,78.0279
KVLS,Karakavalasa,18.2922,82.9914
KVM,Kavutaram,16.3289,81.0696
KVN,KAVANUR,12.9486,78.9693
KVO,Kevdi Road,20.7698,73.3415
KVP,KAVARAIPPETTAI,13.3635,80.1469
KVQ,KOSIARA,24.4787,83.9086
KVR,KOVVUR,17.0071,81.7265
KVS,KALSUR,14.8880,75.4010
KVTA,KARUVATTA HALT,9.3168,76.4312
KVU,KADAKAVUR,8.6791,76.7667
KVX,KUSUMBHI,26.6399,80.6543
KVZ,KAVALI,14.9160,79.9883
KW,KHERVADI,20.0469,73.9740
KWB,Kaniwara,22.2183,79.7329
KWC,KUNDWA CHAINPUR,26.7719,85.1831
KWD,KARWANDIA,24.9532,84.0846
KWE,KHURIAL,25.4911,87.8269
KWF,Katwa,23.6398,88.1236
KWGN,Kawargaon,18.8961,81.5335
KWH,KACHHWA ROAD,25.2505,82.7066
KWI,KIVARLI,24.5405,72.8424
KWJ,KHOJEWALA,31.3592,75.4750
KWM,KAMPUR,26.1606,92.6578
KWN,KACHEWANI,21.4303,79.9817
KWO,KARAUTA,25.4686,85.4682
KWP,KHATIPURA,26.8357,75.8905
KWR,KOELWAR,25.5687,84.7921
KWV,KURDUVADI,18.0913,75.4171
KWW,Kuswa,27.4738,78.4037
KXA,Kuanriya,25.1307,74.0002
KXB,KANJAI,24.3310,78.1691
KXD,Kokalda,21.0210,77.3309
KXF,KAMPIL ROAD,27.5676,79.2650
KXG,KHARIA KHANGARH,26.6098,73.6863
KXH,KAPURTHALA,31.3668,75.3827
KXI,KURUMURTHI,16.4949,77.8635
KXJ,Karimganj Junction,24.8607,92.3738
KXK,Kharkhauda,28.8334,77.7390
KXL,KAMARBANDHA ALI,26.5296,94.0564
KXM,KITHAM,27.2537,77.8171
KXN,KANSHBAHAL,22.2153,84.6663
KXO,KUDIKADU,10.7756,79.2416
KXP,KANIYAPURAM,8.5876,76.8545
KXR,KURIA,26.4682,85.0054
KXT,Ketti,11.3814,76.7369
KXX,KATA ROAD,20.1873,77.1109
KY,KARELI,22.9323,79.0668
KYA,KAURIYA,25.5509,84.5213
KYBR,Khairatiya Bandh Road,28.2723,81.0818
KYE,KHURAI,24.0515,78.3311
KYF,KAJRAT NAWADIH,24.5910,84.0501
